date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:00:47	979/979	---M--	200	added ('OK')	image/gif	etag:%222c4256-3d3-4f02eb0f%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/finger-vt.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/finger-vt.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo1.htm)
08:00:48	3084/3084	---M--	200	added ('OK')	image/gif	etag:%222c4257-c0c-4f02eb0f%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/sole-vt.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/sole-vt.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo1.htm)
08:00:48	1208/1208	---M--	200	added ('OK')	image/gif	etag:%222c4258-4b8-4f02eb0f%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/stomach-vt.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/stomach-vt.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo1.htm)
08:00:48	1391/1391	---M--	200	added ('OK')	image/gif	etag:%222c425a-56f-4f02eb10%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/tooth-vt.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/tooth-vt.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo1.htm)
08:00:48	4280/4280	---M--	200	added ('OK')	image/gif	etag:%222c4259-10b8-4f02eb10%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/tongue-vt.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/tongue-vt.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo1.htm)
08:00:49	1165/1165	---M--	200	added ('OK')	image/gif	etag:%222c425b-48d-4f02eb10%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/torso-vt.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/corpo_grafica/torso-vt.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/corpo1.htm)
08:00:49	1621/1621	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2003:57:51%20GMT	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/%22medico_grafica/medico.jpg%22	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/_medico_grafica/medico.jpg_	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/Dal_medico.htm)
08:00:50	2927/2927	---M--	200	added ('OK')	image/jpeg	etag:%22c021b-b6f-4f02eb16%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/medico_grafica/medico.jpg	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/medico_grafica/medico.jpg	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/Dal_medico.htm)
08:00:50	1627/1627	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2003:57:52%20GMT	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/%22farmaci_grafica/medico3.jpg%22	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/_farmaci_grafica/medico3.jpg_	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/Farmaci.htm)
08:00:51	3031/3031	---M--	200	added ('OK')	image/jpeg	etag:%223c8076-bd7-4f02eb11%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/farmaci_grafica/medico3.jpg	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/farmaci_grafica/medico3.jpg	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/Farmaci.htm)
08:00:52	2125/2125	---M--	200	added ('OK')	image/gif	etag:%223c80fd-84d-4f02eb13%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/hm00420_.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/hm00420_.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/malattie.htm)
08:00:53	2788/2788	---M--	200	added ('OK')	image/gif	etag:%223c8107-ae4-4f02eb15%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/j0359069.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/j0359069.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/malattie.htm)
08:00:53	3932/3932	---M--	200	added ('OK')	image/gif	etag:%223c8101-f5c-4f02eb14%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/j0287160.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/j0287160.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/malattie.htm)
08:00:54	586541/586541	---M--	200	added ('OK')	image/jpeg	etag:%22b02ec-8f32d-4f02eaca%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/1.Conosciamoci%20meglio/grafica_capitali/Londra.jpg	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/1.Conosciamoci%20meglio/grafica_capitali/Londra.jpg	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/1.Conosciamoci%20meglio/capitali.htm)
08:00:54	5297/5297	---M--	200	added ('OK')	image/gif	etag:%223c8103-14b1-4f02eb14%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/j0332556.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/j0332556.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/malattie.htm)
08:00:55	2242/2242	---M--	200	added ('OK')	image/gif	etag:%223c8105-8c2-4f02eb15%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/j0343431.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/j0343431.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/malattie.htm)
08:00:55	1967/1967	---M--	200	added ('OK')	image/gif	etag:%223c80ff-7af-4f02eb13%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/hm00492_.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/2.Corpo%20umano/Malattie_grafica/hm00492_.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/2.Corpo%20umano/malattie.htm)
08:00:55	6419/6419	---M--	200	added ('OK')	text/html	etag:%221182a2-1913-4f02eb23%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/3.Cucina/indice_cucina.htm	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/3.Cucina/indice_cucina.html	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/3.Cucina/Alimentazione.htm)
08:00:56	1708/1708	---M--	200	added ('OK')	image/gif	etag:%223083db-6ac-4f02eb2d%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/3.Cucina/bevande_grafica/latte.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/3.Cucina/bevande_grafica/latte.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/3.Cucina/bevande.htm)
08:00:56	850/850	---M--	200	added ('OK')	image/gif	etag:%223083d7-352-4f02eb2c%22	http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/3.Cucina/bevande_grafica/acqua.gif	D:/viaggi/101viaggi/www2.filg.uj.edu.pl/_romansos/hotpot/101viaggi/3.Cucina/bevande_grafica/acqua.gif	(from http://www2.filg.uj.edu.pl/~romansos/hotpot/101viaggi/3.Cucina/bevande.htm)
